fecha,semana,finca,zona,responsable_equipo,litros_leche,kilos_maiz,calidad_dato,observacion
2026-06-04,5,La Esperanza,Sur,Documentador,48.58,110.62,ok,sin novedad
2026-06-05,6,El Progreso,Sur,Programador,62.52,146.68,ok,sin novedad
2026-06-06,6,Los Naranjos,Centro,Vocero,24.73,137.06,revisar,produccion atipica
2026-06-07,6,San Miguel,Centro,Disenador visual,62.89,232.44,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Disenador visual,36.19,130.27,ok,sin novedad
2026-06-09,6,Monteverde,Oriente,Tester,49.63,165.07,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Coordinador,41.38,208.08,ok,sin novedad
2026-06-11,6,Buena Vista,Oriente,Documentador,69.9,122.57,ok,sin novedad
2026-05-01,1,La Esperanza,Norte,Programador,18.61,161.94,ok,sin novedad
2026-05-02,1,El Progreso,Norte,Tester,32.48,154.07,ok,sin novedad
2026-05-03,1,Los Naranjos,Norte,Documentador,49.94,179.62,ok,sin novedad
2026-05-04,1,San Miguel,Sur,Disenador visual,42.42,201.06,ok,sin novedad
2026-05-05,1,La Rivera,Sur,Programador,37.46,242.13,ok,sin novedad
2026-05-06,1,Monteverde,Sur,Documentador,33.03,158.27,ok,sin novedad
2026-05-07,1,El Guadual,Centro,Documentador,74.73,168.68,ok,sin novedad
2026-05-08,2,Buena Vista,Centro,Vocero,70.41,98.35,ok,sin novedad
2026-05-09,2,La Esperanza,Centro,Documentador,66.55,235.64,revisar,posible duplicado
2026-05-10,2,El Progreso,Oriente,Disenador visual,23.65,252.2,ok,sin novedad
2026-05-11,2,Los Naranjos,Oriente,Coordinador,22.94,149.92,ok,sin novedad
2026-05-12,2,San Miguel,Oriente,Vocero,35.24,181.5,ok,sin novedad
2026-05-13,2,La Rivera,Norte,Disenador visual,45.75,188.59,ok,sin novedad
2026-05-14,2,Monteverde,Norte,Programador,67.32,88.76,ok,sin novedad
2026-05-15,3,El Guadual,Norte,Tester,59.22,193.65,ok,sin novedad
2026-05-16,3,Buena Vista,Sur,Disenador visual,32.76,242.15,ok,sin novedad
2026-05-17,3,La Esperanza,Sur,Tester,18.68,221.83,ok,sin novedad
2026-05-18,3,El Progreso,Sur,Vocero,67.31,226.61,ok,sin novedad
2026-05-19,3,Los Naranjos,Centro,Disenador visual,30.6,143.2,ok,sin novedad
2026-05-20,3,San Miguel,Centro,Disenador visual,25.32,151.24,ok,sin novedad
2026-05-21,3,La Rivera,Centro,Vocero,75.35,98.87,ok,sin novedad
2026-05-22,4,Monteverde,Oriente,Tester,55.86,241.01,dato_incompleto,falta firma
2026-05-23,4,El Guadual,Oriente,Vocero,46.4,186.87,revisar,verificar registro manual
2026-05-24,4,Buena Vista,Oriente,Programador,68.09,195.51,ok,sin novedad
2026-05-25,4,La Esperanza,Norte,Documentador,39.51,142.23,ok,sin novedad
2026-05-26,4,El Progreso,Norte,Coordinador,64.2,61.93,ok,sin novedad
2026-05-27,4,Los Naranjos,Norte,Programador,68.44,200.39,dato_incompleto,dato reportado tarde
2026-05-28,4,San Miguel,Sur,Disenador visual,70.38,200.61,ok,sin novedad
2026-05-29,5,La Rivera,Sur,Coordinador,70.68,133.68,ok,sin novedad
2026-05-30,5,Monteverde,Sur,Coordinador,48.27,165.07,ok,sin novedad
2026-05-31,5,El Guadual,Centro,Disenador visual,53.74,124.89,ok,sin novedad
2026-06-01,5,Buena Vista,Centro,Tester,45.4,255.18,ok,sin novedad
2026-06-02,5,La Esperanza,Centro,Disenador visual,44.58,170.97,ok,sin novedad
2026-06-03,5,El Progreso,Oriente,Documentador,46.15,253.28,revisar,produccion atipica
2026-06-04,5,Los Naranjos,Oriente,Disenador visual,58.08,210.43,revisar,produccion atipica
2026-06-05,6,San Miguel,Oriente,Documentador,36.97,108.29,ok,sin novedad
2026-06-06,6,La Rivera,Norte,Disenador visual,73.94,64.66,ok,sin novedad
2026-06-07,6,Monteverde,Norte,Programador,63.54,210.46,dato_incompleto,dato reportado tarde
2026-06-08,6,El Guadual,Norte,Tester,38.33,238.73,ok,sin novedad
2026-06-09,6,Buena Vista,Sur,Disenador visual,60.56,93.44,ok,sin novedad
2026-06-10,6,La Esperanza,Sur,Programador,36.79,189.83,ok,sin novedad
2026-06-11,6,El Progreso,Sur,Vocero,57.5,99.06,ok,sin novedad
2026-05-01,1,Los Naranjos,Centro,Vocero,55.02,229.32,ok,sin novedad
2026-05-02,1,San Miguel,Centro,Tester,42.08,127.98,ok,sin novedad
2026-05-03,1,La Rivera,Centro,Disenador visual,74.41,249.35,ok,sin novedad
2026-05-04,1,Monteverde,Oriente,Vocero,52.26,166.32,ok,sin novedad
2026-05-05,1,El Guadual,Oriente,Coordinador,53.21,210.32,ok,sin novedad
2026-05-06,1,Buena Vista,Oriente,Documentador,66.19,166.75,ok,sin novedad
2026-05-07,1,La Esperanza,Norte,Coordinador,54.1,174.06,ok,sin novedad
2026-05-08,2,El Progreso,Norte,Documentador,39.98,108.18,revisar,verificar registro manual
2026-05-09,2,Los Naranjos,Norte,Vocero,32.13,123.05,ok,sin novedad
2026-05-10,2,San Miguel,Sur,Vocero,29.2,100.17,ok,sin novedad
2026-05-11,2,La Rivera,Sur,Documentador,37.26,143.0,ok,sin novedad
2026-05-12,2,Monteverde,Sur,Disenador visual,71.71,235.83,ok,sin novedad
2026-05-13,2,El Guadual,Centro,Documentador,66.37,134.52,ok,sin novedad
2026-05-14,2,Buena Vista,Centro,Programador,67.61,94.54,ok,sin novedad
2026-05-15,3,La Esperanza,Centro,Vocero,63.23,225.13,ok,sin novedad
2026-05-16,3,El Progreso,Oriente,Coordinador,66.02,134.0,ok,sin novedad
2026-05-17,3,Los Naranjos,Oriente,Programador,36.57,92.33,ok,sin novedad
2026-05-18,3,San Miguel,Oriente,Documentador,49.34,195.22,ok,sin novedad
2026-05-19,3,La Rivera,Norte,Tester,40.69,154.69,ok,sin novedad
2026-05-20,3,Monteverde,Norte,Vocero,60.57,212.96,ok,sin novedad
2026-05-21,3,El Guadual,Norte,Documentador,67.46,123.46,ok,sin novedad
2026-05-22,4,Buena Vista,Sur,Coordinador,41.2,168.69,ok,sin novedad
2026-05-23,4,La Esperanza,Sur,Disenador visual,30.77,160.35,ok,sin novedad
2026-05-24,4,El Progreso,Sur,Programador,63.11,245.94,ok,sin novedad
2026-05-25,4,Los Naranjos,Centro,Documentador,31.95,121.02,ok,sin novedad
2026-05-26,4,San Miguel,Centro,Tester,41.22,85.14,ok,sin novedad
2026-05-27,4,La Rivera,Centro,Programador,73.56,128.74,revisar,posible duplicado
2026-05-28,4,Monteverde,Oriente,Vocero,38.18,265.45,ok,sin novedad
2026-05-29,5,El Guadual,Oriente,Programador,32.67,234.39,ok,sin novedad
2026-05-30,5,Buena Vista,Oriente,Programador,62.31,238.93,ok,sin novedad
2026-05-31,5,La Esperanza,Norte,Documentador,59.91,195.09,revisar,posible duplicado
2026-06-01,5,El Progreso,Norte,Tester,40.13,237.27,ok,sin novedad
2026-06-02,5,Los Naranjos,Norte,Vocero,61.72,227.4,ok,sin novedad
2026-06-03,5,San Miguel,Sur,Coordinador,45.2,235.32,ok,sin novedad
2026-06-04,5,La Rivera,Sur,Programador,71.91,196.91,ok,sin novedad
2026-06-05,6,Monteverde,Sur,Disenador visual,72.84,159.45,ok,sin novedad
2026-06-06,6,El Guadual,Centro,Tester,37.28,130.06,ok,sin novedad
2026-06-07,6,Buena Vista,Centro,Programador,39.43,110.0,ok,sin novedad
2026-06-08,6,La Esperanza,Centro,Tester,64.95,192.44,ok,sin novedad
2026-06-09,6,El Progreso,Oriente,Vocero,66.92,173.98,revisar,verificar registro manual
2026-06-10,6,Los Naranjos,Oriente,Tester,38.73,197.26,ok,sin novedad
2026-06-11,6,San Miguel,Oriente,Coordinador,43.93,229.59,ok,sin novedad
2026-05-01,1,La Rivera,Norte,Vocero,62.07,76.53,revisar,produccion atipica
2026-05-02,1,Monteverde,Norte,Programador,45.44,181.04,ok,sin novedad
2026-05-03,1,El Guadual,Norte,Disenador visual,66.79,195.54,ok,sin novedad
2026-05-04,1,Buena Vista,Sur,Vocero,37.08,147.11,ok,sin novedad
2026-05-05,1,La Esperanza,Sur,Vocero,20.85,99.07,ok,sin novedad
2026-05-06,1,El Progreso,Sur,Disenador visual,30.75,188.5,ok,sin novedad
2026-05-07,1,Los Naranjos,Centro,Coordinador,68.35,220.4,ok,sin novedad
2026-05-08,2,San Miguel,Centro,Coordinador,73.74,152.25,ok,sin novedad
2026-05-09,2,La Rivera,Centro,Vocero,43.61,106.69,ok,sin novedad
2026-05-10,2,Monteverde,Oriente,Coordinador,48.71,148.69,ok,sin novedad
2026-05-11,2,El Guadual,Oriente,Programador,66.85,147.11,ok,sin novedad
2026-05-12,2,Buena Vista,Oriente,Vocero,49.26,136.96,revisar,produccion atipica
2026-05-13,2,La Esperanza,Norte,Disenador visual,28.43,165.62,ok,sin novedad
2026-05-14,2,El Progreso,Norte,Disenador visual,32.89,141.29,ok,sin novedad
2026-05-15,3,Los Naranjos,Norte,Tester,65.58,184.26,ok,sin novedad
2026-05-16,3,San Miguel,Sur,Vocero,34.99,83.26,ok,sin novedad
2026-05-17,3,La Rivera,Sur,Disenador visual,43.38,146.35,ok,sin novedad
2026-05-18,3,Monteverde,Sur,Tester,67.43,102.37,ok,sin novedad
2026-05-19,3,El Guadual,Centro,Coordinador,74.75,227.56,ok,sin novedad
2026-05-20,3,Buena Vista,Centro,Programador,46.71,199.32,ok,sin novedad
2026-05-21,3,La Esperanza,Centro,Vocero,53.72,140.95,revisar,posible duplicado
2026-05-22,4,El Progreso,Oriente,Documentador,45.26,183.53,ok,sin novedad
2026-05-23,4,Los Naranjos,Oriente,Coordinador,68.49,245.24,ok,sin novedad
2026-05-24,4,San Miguel,Oriente,Documentador,67.76,246.55,ok,sin novedad
2026-05-25,4,La Rivera,Norte,Documentador,72.04,237.54,ok,sin novedad
2026-05-26,4,Monteverde,Norte,Disenador visual,55.83,209.02,ok,sin novedad
2026-05-27,4,El Guadual,Norte,Vocero,74.96,232.27,ok,sin novedad
2026-05-28,4,Buena Vista,Sur,Disenador visual,34.61,223.45,ok,sin novedad
2026-05-29,5,La Esperanza,Sur,Programador,25.05,75.88,ok,sin novedad
2026-05-30,5,El Progreso,Sur,Vocero,54.48,208.83,ok,sin novedad
2026-05-31,5,Los Naranjos,Centro,Documentador,54.01,253.63,ok,sin novedad
2026-06-01,5,San Miguel,Centro,Coordinador,41.51,102.68,ok,sin novedad
2026-06-02,5,La Rivera,Centro,Disenador visual,70.25,90.89,ok,sin novedad
2026-06-03,5,Monteverde,Oriente,Tester,39.59,171.66,ok,sin novedad
2026-06-04,5,El Guadual,Oriente,Vocero,42.75,228.16,revisar,verificar registro manual
2026-06-05,6,Buena Vista,Oriente,Disenador visual,59.97,199.97,ok,sin novedad
2026-06-06,6,La Esperanza,Norte,Documentador,56.21,101.05,ok,sin novedad
2026-06-07,6,El Progreso,Norte,Tester,61.87,96.71,ok,sin novedad
2026-06-08,6,Los Naranjos,Norte,Tester,51.01,126.59,ok,sin novedad
2026-06-09,6,San Miguel,Sur,Coordinador,43.06,142.83,ok,sin novedad
2026-06-10,6,La Rivera,Sur,Disenador visual,75.41,176.27,ok,sin novedad
2026-06-11,6,Monteverde,Sur,Programador,75.51,190.55,ok,sin novedad
2026-05-01,1,El Guadual,Centro,Documentador,64.18,200.87,ok,sin novedad
2026-05-02,1,Buena Vista,Centro,Coordinador,65.9,160.33,ok,sin novedad
2026-05-03,1,La Esperanza,Centro,Disenador visual,20.08,210.49,ok,sin novedad
2026-05-04,1,El Progreso,Oriente,Tester,63.98,255.88,ok,sin novedad
2026-05-05,1,Los Naranjos,Oriente,Disenador visual,60.16,248.36,ok,sin novedad
2026-05-06,1,San Miguel,Oriente,Tester,25.3,128.98,dato_incompleto,falta firma
2026-05-07,1,La Rivera,Norte,Vocero,73.54,71.18,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Tester,55.39,213.8,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Documentador,76.5,239.39,revisar,posible duplicado
2026-05-10,2,Buena Vista,Sur,Coordinador,55.44,170.94,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Vocero,52.0,183.06,ok,sin novedad
2026-05-12,2,El Progreso,Sur,Disenador visual,48.22,231.69,ok,sin novedad
2026-05-13,2,Los Naranjos,Centro,Documentador,31.64,110.82,ok,sin novedad
2026-05-14,2,San Miguel,Centro,Coordinador,32.43,104.6,ok,sin novedad
2026-05-15,3,La Rivera,Centro,Vocero,50.99,225.51,revisar,posible duplicado
2026-05-16,3,Monteverde,Oriente,Programador,43.31,157.97,ok,sin novedad
2026-05-17,3,El Guadual,Oriente,Documentador,38.17,159.0,dato_incompleto,dato reportado tarde
2026-05-18,3,Buena Vista,Oriente,Coordinador,80.53,229.31,ok,sin novedad
2026-05-19,3,La Esperanza,Norte,Disenador visual,32.23,121.99,ok,sin novedad
2026-05-20,3,El Progreso,Norte,Documentador,43.97,76.31,ok,sin novedad
2026-05-21,3,Los Naranjos,Norte,Disenador visual,35.63,132.03,ok,sin novedad
2026-05-22,4,San Miguel,Sur,Documentador,66.22,226.21,ok,sin novedad
2026-05-23,4,La Rivera,Sur,Disenador visual,43.98,151.99,ok,sin novedad
2026-05-24,4,Monteverde,Sur,Documentador,43.16,120.63,ok,sin novedad
2026-05-25,4,El Guadual,Centro,Vocero,70.35,149.6,ok,sin novedad
2026-05-26,4,Buena Vista,Centro,Disenador visual,71.83,90.17,ok,sin novedad
2026-05-27,4,La Esperanza,Centro,Coordinador,36.8,216.33,ok,sin novedad
2026-05-28,4,El Progreso,Oriente,Documentador,50.38,239.76,ok,sin novedad
2026-05-29,5,Los Naranjos,Oriente,Disenador visual,49.29,92.59,ok,sin novedad
2026-05-30,5,San Miguel,Oriente,Disenador visual,33.2,217.39,ok,sin novedad
2026-05-31,5,La Rivera,Norte,Vocero,29.0,162.92,ok,sin novedad
2026-06-01,5,Monteverde,Norte,Tester,75.66,234.69,ok,sin novedad
2026-06-02,5,El Guadual,Norte,Disenador visual,35.62,188.31,ok,sin novedad
2026-06-03,5,Buena Vista,Sur,Disenador visual,66.2,174.1,dato_incompleto,pendiente confirmar turno
2026-06-04,5,La Esperanza,Sur,Vocero,23.19,241.99,ok,sin novedad
2026-06-05,6,El Progreso,Sur,Vocero,23.06,155.37,ok,sin novedad
2026-06-06,6,Los Naranjos,Centro,Programador,66.19,253.34,ok,sin novedad
2026-06-07,6,San Miguel,Centro,Vocero,49.98,247.81,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Programador,50.25,94.98,ok,sin novedad
2026-06-09,6,Monteverde,Oriente,Documentador,43.57,200.95,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Programador,43.88,91.03,revisar,produccion atipica
2026-06-11,6,Buena Vista,Oriente,Coordinador,61.12,240.72,ok,sin novedad
2026-05-01,1,La Esperanza,Norte,Coordinador,40.48,109.12,revisar,produccion atipica
2026-05-02,1,El Progreso,Norte,Programador,58.54,82.11,revisar,verificar registro manual
2026-05-03,1,Los Naranjos,Norte,Programador,26.66,217.57,ok,sin novedad
2026-05-04,1,San Miguel,Sur,Disenador visual,42.88,180.9,ok,sin novedad
2026-05-05,1,La Rivera,Sur,Disenador visual,34.95,199.01,ok,sin novedad
2026-05-06,1,Monteverde,Sur,Documentador,28.57,141.72,ok,sin novedad
2026-05-07,1,El Guadual,Centro,Programador,61.39,253.44,ok,sin novedad
2026-05-08,2,Buena Vista,Centro,Vocero,73.12,79.38,ok,sin novedad
2026-05-09,2,La Esperanza,Centro,Tester,51.55,173.89,ok,sin novedad
2026-05-10,2,El Progreso,Oriente,Vocero,54.67,188.72,ok,sin novedad
2026-05-11,2,Los Naranjos,Oriente,Disenador visual,35.9,245.08,revisar,produccion atipica
2026-05-12,2,San Miguel,Oriente,Documentador,25.99,259.98,ok,sin novedad
2026-05-13,2,La Rivera,Norte,Vocero,53.64,185.01,ok,sin novedad
2026-05-14,2,Monteverde,Norte,Coordinador,61.9,91.58,ok,sin novedad
2026-05-15,3,El Guadual,Norte,Tester,77.39,88.24,ok,sin novedad
2026-05-16,3,Buena Vista,Sur,Disenador visual,65.93,105.19,ok,sin novedad
2026-05-17,3,La Esperanza,Sur,Coordinador,64.84,144.93,ok,sin novedad
2026-05-18,3,El Progreso,Sur,Vocero,67.25,243.7,ok,sin novedad
2026-05-19,3,Los Naranjos,Centro,Documentador,54.13,210.82,ok,sin novedad
2026-05-20,3,San Miguel,Centro,Documentador,42.43,245.75,revisar,verificar registro manual
2026-05-21,3,La Rivera,Centro,Coordinador,28.4,239.79,ok,sin novedad
2026-05-22,4,Monteverde,Oriente,Programador,68.08,94.54,ok,sin novedad
2026-05-23,4,El Guadual,Oriente,Programador,72.69,151.64,ok,sin novedad
2026-05-24,4,Buena Vista,Oriente,Vocero,57.41,104.76,ok,sin novedad
2026-05-25,4,La Esperanza,Norte,Coordinador,65.97,119.2,ok,sin novedad
2026-05-26,4,El Progreso,Norte,Documentador,58.31,62.86,ok,sin novedad
2026-05-27,4,Los Naranjos,Norte,Tester,26.24,112.24,ok,sin novedad
2026-05-28,4,San Miguel,Sur,Coordinador,62.59,216.45,ok,sin novedad
2026-05-29,5,La Rivera,Sur,Documentador,70.98,205.29,ok,sin novedad
2026-05-30,5,Monteverde,Sur,Vocero,46.94,71.45,ok,sin novedad
2026-05-31,5,El Guadual,Centro,Vocero,67.08,172.91,ok,sin novedad
2026-06-01,5,Buena Vista,Centro,Coordinador,71.87,167.24,ok,sin novedad
2026-06-02,5,La Esperanza,Centro,Tester,47.41,82.08,ok,sin novedad
2026-06-03,5,El Progreso,Oriente,Tester,41.58,242.07,ok,sin novedad
2026-06-04,5,Los Naranjos,Oriente,Documentador,39.24,153.51,ok,sin novedad
2026-06-05,6,San Miguel,Oriente,Documentador,27.59,255.17,ok,sin novedad
2026-06-06,6,La Rivera,Norte,Disenador visual,28.95,204.87,ok,sin novedad
2026-06-07,6,Monteverde,Norte,Tester,48.08,207.68,ok,sin novedad
2026-06-08,6,El Guadual,Norte,Coordinador,56.6,115.85,ok,sin novedad
2026-06-09,6,Buena Vista,Sur,Programador,78.5,144.74,ok,sin novedad
2026-06-10,6,La Esperanza,Sur,Disenador visual,63.11,212.17,ok,sin novedad
2026-06-11,6,El Progreso,Sur,Disenador visual,34.54,202.61,revisar,produccion atipica
2026-05-01,1,Los Naranjos,Centro,Disenador visual,47.27,234.67,ok,sin novedad
2026-05-02,1,San Miguel,Centro,Programador,61.59,205.9,ok,sin novedad
2026-05-03,1,La Rivera,Centro,Disenador visual,68.58,207.77,ok,sin novedad
2026-05-04,1,Monteverde,Oriente,Tester,76.55,261.47,ok,sin novedad
2026-05-05,1,El Guadual,Oriente,Coordinador,36.09,102.92,ok,sin novedad
2026-05-06,1,Buena Vista,Oriente,Vocero,62.41,131.53,ok,sin novedad
2026-05-07,1,La Esperanza,Norte,Vocero,40.41,139.96,ok,sin novedad
2026-05-08,2,El Progreso,Norte,Coordinador,65.89,223.09,ok,sin novedad
2026-05-09,2,Los Naranjos,Norte,Disenador visual,39.59,90.62,ok,sin novedad
2026-05-10,2,San Miguel,Sur,Vocero,57.82,168.09,revisar,verificar registro manual
2026-05-11,2,La Rivera,Sur,Documentador,54.05,145.97,ok,sin novedad
2026-05-12,2,Monteverde,Sur,Programador,68.01,97.62,ok,sin novedad
2026-05-13,2,El Guadual,Centro,Vocero,60.98,250.95,ok,sin novedad
2026-05-14,2,Buena Vista,Centro,Tester,75.52,140.59,ok,sin novedad
2026-05-15,3,La Esperanza,Centro,Vocero,54.56,222.0,ok,sin novedad
2026-05-16,3,El Progreso,Oriente,Programador,62.18,107.51,revisar,verificar registro manual
2026-05-17,3,Los Naranjos,Oriente,Vocero,47.62,235.73,ok,sin novedad
2026-05-18,3,San Miguel,Oriente,Programador,54.26,137.1,ok,sin novedad
2026-05-19,3,La Rivera,Norte,Documentador,50.18,226.0,ok,sin novedad
2026-05-20,3,Monteverde,Norte,Vocero,68.68,177.44,ok,sin novedad
2026-05-21,3,El Guadual,Norte,Programador,74.84,68.53,ok,sin novedad
2026-05-22,4,Buena Vista,Sur,Coordinador,48.32,208.37,ok,sin novedad
2026-05-23,4,La Esperanza,Sur,Documentador,62.67,109.36,ok,sin novedad
2026-05-24,4,El Progreso,Sur,Disenador visual,57.68,85.64,ok,sin novedad
2026-05-25,4,Los Naranjos,Centro,Disenador visual,32.46,121.07,revisar,posible duplicado
2026-05-26,4,San Miguel,Centro,Disenador visual,51.61,98.43,ok,sin novedad
2026-05-27,4,La Rivera,Centro,Vocero,74.89,173.15,revisar,posible duplicado
2026-05-28,4,Monteverde,Oriente,Programador,65.83,189.03,ok,sin novedad
2026-05-29,5,El Guadual,Oriente,Documentador,54.72,262.42,ok,sin novedad
2026-05-30,5,Buena Vista,Oriente,Disenador visual,64.08,112.04,ok,sin novedad
2026-05-31,5,La Esperanza,Norte,Vocero,56.55,154.55,ok,sin novedad
2026-06-01,5,El Progreso,Norte,Disenador visual,35.41,231.71,ok,sin novedad
2026-06-02,5,Los Naranjos,Norte,Programador,31.09,203.25,ok,sin novedad
2026-06-03,5,San Miguel,Sur,Tester,51.57,130.31,ok,sin novedad
2026-06-04,5,La Rivera,Sur,Disenador visual,49.03,176.9,ok,sin novedad
2026-06-05,6,Monteverde,Sur,Tester,36.5,116.54,ok,sin novedad
2026-06-06,6,El Guadual,Centro,Documentador,46.29,78.07,ok,sin novedad
2026-06-07,6,Buena Vista,Centro,Coordinador,79.84,109.39,ok,sin novedad
2026-06-08,6,La Esperanza,Centro,Programador,46.99,153.58,ok,sin novedad
2026-06-09,6,El Progreso,Oriente,Disenador visual,42.82,146.31,ok,sin novedad
2026-06-10,6,Los Naranjos,Oriente,Programador,58.04,117.35,ok,sin novedad
2026-06-11,6,San Miguel,Oriente,Documentador,46.07,180.14,ok,sin novedad
2026-05-01,1,La Rivera,Norte,Documentador,61.55,229.47,ok,sin novedad
2026-05-02,1,Monteverde,Norte,Documentador,37.54,189.77,ok,sin novedad
2026-05-03,1,El Guadual,Norte,Disenador visual,66.8,209.34,ok,sin novedad
2026-05-04,1,Buena Vista,Sur,Programador,59.69,218.37,ok,sin novedad
2026-05-05,1,La Esperanza,Sur,Coordinador,50.02,165.05,ok,sin novedad
2026-05-06,1,El Progreso,Sur,Documentador,50.83,106.9,ok,sin novedad
2026-05-07,1,Los Naranjos,Centro,Programador,69.65,222.38,ok,sin novedad
2026-05-08,2,San Miguel,Centro,Documentador,62.93,204.26,revisar,posible duplicado
2026-05-09,2,La Rivera,Centro,Vocero,43.13,133.63,ok,sin novedad
2026-05-10,2,Monteverde,Oriente,Coordinador,64.89,156.55,ok,sin novedad
2026-05-11,2,El Guadual,Oriente,Coordinador,39.82,109.92,ok,sin novedad
2026-05-12,2,Buena Vista,Oriente,Tester,33.68,248.68,ok,sin novedad
2026-05-13,2,La Esperanza,Norte,Coordinador,50.31,133.79,ok,sin novedad
2026-05-14,2,El Progreso,Norte,Vocero,34.9,205.31,ok,sin novedad
2026-05-15,3,Los Naranjos,Norte,Programador,64.21,61.71,ok,sin novedad
2026-05-16,3,San Miguel,Sur,Disenador visual,52.47,164.35,dato_incompleto,dato reportado tarde
2026-05-17,3,La Rivera,Sur,Coordinador,57.61,137.49,ok,sin novedad
2026-05-18,3,Monteverde,Sur,Tester,33.92,200.94,revisar,posible duplicado
2026-05-19,3,El Guadual,Centro,Programador,69.43,194.92,revisar,verificar registro manual
2026-05-20,3,Buena Vista,Centro,Tester,59.45,153.29,ok,sin novedad
2026-05-21,3,La Esperanza,Centro,Vocero,28.72,180.68,ok,sin novedad
2026-05-22,4,El Progreso,Oriente,Disenador visual,67.21,136.69,ok,sin novedad
2026-05-23,4,Los Naranjos,Oriente,Coordinador,64.58,218.04,ok,sin novedad
2026-05-24,4,San Miguel,Oriente,Coordinador,70.83,219.77,ok,sin novedad
2026-05-25,4,La Rivera,Norte,Programador,48.94,165.35,ok,sin novedad
2026-05-26,4,Monteverde,Norte,Documentador,42.96,202.17,ok,sin novedad
2026-05-27,4,El Guadual,Norte,Programador,34.2,64.52,ok,sin novedad
2026-05-28,4,Buena Vista,Sur,Tester,64.05,90.33,ok,sin novedad
2026-05-29,5,La Esperanza,Sur,Documentador,28.86,190.45,ok,sin novedad
2026-05-30,5,El Progreso,Sur,Disenador visual,53.88,78.17,ok,sin novedad
2026-05-31,5,Los Naranjos,Centro,Documentador,60.27,222.08,ok,sin novedad
2026-06-01,5,San Miguel,Centro,Documentador,61.76,239.2,ok,sin novedad
2026-06-02,5,La Rivera,Centro,Disenador visual,30.3,234.14,ok,sin novedad
2026-06-03,5,Monteverde,Oriente,Programador,75.35,172.72,ok,sin novedad
2026-06-04,5,El Guadual,Oriente,Disenador visual,42.16,86.58,ok,sin novedad
2026-06-05,6,Buena Vista,Oriente,Documentador,63.49,212.73,ok,sin novedad
2026-06-06,6,La Esperanza,Norte,Documentador,66.25,75.45,revisar,verificar registro manual
2026-06-07,6,El Progreso,Norte,Vocero,48.32,82.27,ok,sin novedad
2026-06-08,6,Los Naranjos,Norte,Tester,65.3,152.95,ok,sin novedad
2026-06-09,6,San Miguel,Sur,Documentador,47.35,166.93,ok,sin novedad
2026-06-10,6,La Rivera,Sur,Programador,35.24,229.24,ok,sin novedad
2026-06-11,6,Monteverde,Sur,Tester,28.72,137.04,revisar,produccion atipica
2026-05-01,1,El Guadual,Centro,Coordinador,44.71,206.81,ok,sin novedad
2026-05-02,1,Buena Vista,Centro,Documentador,72.11,230.81,ok,sin novedad
2026-05-03,1,La Esperanza,Centro,Tester,34.04,247.11,ok,sin novedad
2026-05-04,1,El Progreso,Oriente,Programador,44.04,230.75,ok,sin novedad
2026-05-05,1,Los Naranjos,Oriente,Coordinador,50.95,138.78,ok,sin novedad
2026-05-06,1,San Miguel,Oriente,Vocero,52.54,103.74,ok,sin novedad
2026-05-07,1,La Rivera,Norte,Tester,57.15,167.32,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Tester,67.97,209.98,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Tester,30.72,109.48,ok,sin novedad
2026-05-10,2,Buena Vista,Sur,Programador,51.49,234.02,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Tester,64.0,190.89,revisar,verificar registro manual
2026-05-12,2,El Progreso,Sur,Disenador visual,25.61,209.28,ok,sin novedad
2026-05-13,2,Los Naranjos,Centro,Programador,71.18,236.32,ok,sin novedad
2026-05-14,2,San Miguel,Centro,Disenador visual,26.06,167.99,ok,sin novedad
2026-05-15,3,La Rivera,Centro,Documentador,42.51,141.13,dato_incompleto,dato reportado tarde
2026-05-16,3,Monteverde,Oriente,Tester,74.61,220.16,ok,sin novedad
2026-05-17,3,El Guadual,Oriente,Programador,37.85,166.95,ok,sin novedad
2026-05-18,3,Buena Vista,Oriente,Documentador,64.69,125.23,ok,sin novedad
2026-05-19,3,La Esperanza,Norte,Coordinador,38.51,211.41,ok,sin novedad
2026-05-20,3,El Progreso,Norte,Vocero,66.4,78.9,dato_incompleto,dato reportado tarde
2026-05-21,3,Los Naranjos,Norte,Coordinador,22.85,117.37,ok,sin novedad
2026-05-22,4,San Miguel,Sur,Vocero,36.77,134.86,ok,sin novedad
2026-05-23,4,La Rivera,Sur,Tester,29.9,131.78,ok,sin novedad
2026-05-24,4,Monteverde,Sur,Disenador visual,48.66,172.74,ok,sin novedad
2026-05-25,4,El Guadual,Centro,Tester,68.33,111.26,ok,sin novedad
2026-05-26,4,Buena Vista,Centro,Disenador visual,37.6,235.87,ok,sin novedad
2026-05-27,4,La Esperanza,Centro,Tester,33.32,253.0,ok,sin novedad
